,price($),age_of_car,model,Transmission,Mileage(miles),Exterior_Color,Interior_Color,Gas_mileage_comb(MPG),Engine,Drivetrain,Fuel_type,No._of_features,description_len
788,61995,4,GMC,Automatic,9905,Black,Black,23,I6,Four-Wheel Drive,Diesel,16,4660
789,48998,4,Chevrolet,Automatic,5528,Gray,Black,27,I6,Front-Wheel Drive,Diesel,6,1677
790,21995,6,Ford,Automatic,61260,Black,Black,24,I4,Rear-Wheel Drive,Gasoline,15,4985
791,26195,5,Chevrolet,Automatic,39165,-1,Black,21,V6,Front-Wheel Drive,Gasoline,12,3840
792,17999,5,Toyota,-1,35197,Silver,Black,28,I4,Front-Wheel Drive,Gasoline,5,1233
793,12299,8,Toyota,Automatic,62000,Black,-1,33,I4,Front-Wheel Drive,Gasoline,7,1092
794,14588,8,Honda,Automatic,71145,Blue,-1,31,I4,Front-Wheel Drive,Gasoline,5,5275
795,20000,6,Nissan,Automatic,25500,Blue,-1,24,V6,Front-Wheel Drive,Gasoline,5,1944
796,25988,6,BMW,Automatic,29145,White,-1,28,I4,Rear-Wheel Drive,Gasoline,24,7522
797,36499,4,Jeep,Automatic,31481,Silver,Black,19,V6,Four-Wheel Drive,Gasoline,2,2325
798,16494,6,Buick,Automatic,20693,White,Black,25,I4,Front-Wheel Drive,Gasoline,4,2642
799,36999,10,Mercedes-Benz,Automatic,57159,Black,-1,25,V8,Rear-Wheel Drive,Gasoline,7,2656
800,13950,9,Toyota,Automatic,99415,White,Black,27,I4,Front-Wheel Drive,Gasoline,2,3899
801,24055,4,Toyota,Automatic,25987,White,Black,30,I4,All-Wheel Drive,Gasoline,8,2815
802,15395,7,Honda,-1,72279,-1,-1,36,I4,Front-Wheel Drive,Gasoline,8,4536
803,66900,6,BMW,Automatic,21504,Gray,Silver,16,V8,Rear-Wheel Drive,Gasoline,18,2734
804,27495,5,Acura,-1,21737,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,10,5753
805,41999,9,RAM,Automatic,56281,Gray,Black,25,I6,-1,Diesel,4,2273
806,11900,7,Ford,Automatic,49311,Silver,Black,30,I4,Front-Wheel Drive,Flex Fuel Vehicle,9,1261
807,53990,6,Land,Automatic,35781,-1,-1,20,V6,All-Wheel Drive,Gasoline,10,2140
808,19967,5,Honda,Automatic,10942,-1,Black,30,I4,Front-Wheel Drive,Gasoline,7,2267
809,22999,5,Nissan,Automatic,50638,Silver,-1,25,V6,Front-Wheel Drive,Gasoline,2,2034
810,16703,8,Toyota,Automatic,34799,Black,Black,29,I4,Front-Wheel Drive,Gasoline,6,579
811,27591,5,Lexus,Automatic,30281,-1,-1,24,I4,Front-Wheel Drive,Gasoline,3,4309
812,22698,6,BMW,Automatic,22846,Gray,Black,27,I4,Front-Wheel Drive,Gasoline,3,2386
813,20988,8,Cadillac,Automatic,47713,Silver,Black,20,V6,Front-Wheel Drive,Gasoline,15,11272
814,50936,5,Toyota,Automatic,23976,White,-1,14,V8,Four-Wheel Drive,Gasoline,9,5708
815,41554,3,BMW,Automatic,1252,Black,-1,30,I4,Rear-Wheel Drive,Gasoline,11,3485
816,16900,11,INFINITI,Automatic,86500,Gray,Black,20,V6,Rear-Wheel Drive,Gasoline,10,1468
817,8490,11,Toyota,Automatic,105314,-1,-1,29,I4,Front-Wheel Drive,Gasoline,2,389
818,8099,12,Honda,Automatic,120911,Gray,-1,32,I4,Front-Wheel Drive,Gasoline,1,606
819,20900,5,Nissan,Automatic,21095,Gray,Black,28,I4,Front-Wheel Drive,Gasoline,3,1725
820,8999,14,BMW,Automatic,91602,Blue,-1,25,I6,Rear-Wheel Drive,Gasoline,2,839
821,20975,5,Honda,-1,23701,Black,Black,33,I4,Front-Wheel Drive,Gasoline,11,3283
822,40690,5,Chevrolet,Manual,10671,White,-1,19,V8,Rear-Wheel Drive,Gasoline,5,4893
823,56997,6,Mercedes-Benz,Automatic,39094,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,15,2857
824,34900,6,BMW,Automatic,38668,White,Black,21,I6,Rear-Wheel Drive,Gasoline,26,2287
825,46995,3,Cadillac,Automatic,2146,-1,Black,22,V6,Front-Wheel Drive,Gasoline,12,3184
826,59104,4,Mercedes-Benz,Automatic,8340,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,8,5874
827,22950,5,Nissan,Automatic,29445,Silver,-1,19,V6,Front-Wheel Drive,Gasoline,3,2041
828,19695,6,Acura,-1,36189,Silver,Black,29,I4,Front-Wheel Drive,Gasoline,9,5708
829,24179,4,Ford,Automatic,32069,Gray,Black,24,I4,All-Wheel Drive,Gasoline,8,2720
830,18097,5,Toyota,-1,10095,-1,Black,31,I4,Front-Wheel Drive,Gasoline,2,1986
831,37996,3,BMW,Automatic,4655,White,Black,30,I4,Rear-Wheel Drive,Gasoline,8,974
832,33900,6,BMW,Automatic,22742,White,Black,25,I4,All-Wheel Drive,Gasoline,3,2478
833,23610,5,Nissan,Automatic,35005,Gray,-1,25,V6,Front-Wheel Drive,Gasoline,5,1690
834,19850,8,Dodge,Automatic,46440,-1,Black,23,V6,Rear-Wheel Drive,Gasoline,6,3350
835,13999,6,Mazda,Automatic,76019,Blue,-1,31,I4,Front-Wheel Drive,Gasoline,6,4996
836,24159,4,GMC,Automatic,30081,Gray,Gray,26,I4,Four-Wheel Drive,Gasoline,9,3560
837,25495,7,Lexus,Automatic,46870,Black,-1,25,V6,-1,Gasoline,9,4975
838,42975,6,Jaguar,Automatic,24874,Black,Black,20,V6,All-Wheel Drive,Gasoline,21,4894
839,54754,7,Mercedes-Benz,Automatic,27017,Silver,Black,21,V8,Rear-Wheel Drive,Gasoline,14,5065
840,19490,8,Mercedes-Benz,Automatic,82000,Silver,-1,24,V6,Rear-Wheel Drive,Gasoline,11,1168
841,12999,5,Chevrolet,Automatic,28852,Silver,-1,25,I4,Front-Wheel Drive,Gasoline,4,1384
842,10399,11,Honda,Automatic,92000,Black,-1,32,I4,Front-Wheel Drive,Gasoline,1,1050
843,28998,5,Lexus,Automatic,30173,Silver,Black,22,V6,All-Wheel Drive,Gasoline,5,1661
844,19400,8,Cadillac,Automatic,65650,Blue,-1,20,V6,Front-Wheel Drive,Gasoline,9,1243
845,44888,5,Ford,Automatic,39505,Black,Black,21,V6,Front-Wheel Drive,Gasoline,9,3235
846,22975,5,Ford,Automatic,11822,White,Black,23,I4,Rear-Wheel Drive,Gasoline,5,3414
847,32000,5,Lexus,Automatic,7359,Gray,Black,24,I4,Front-Wheel Drive,Gasoline,16,6955
848,18900,6,Acura,Automatic,15405,Black,Black,25,I4,-1,Gasoline,2,1186
849,23296,6,Mercedes-Benz,Automatic,40223,White,Black,28,I4,Rear-Wheel Drive,Gasoline,10,2665
850,7999,13,BMW,Automatic,90473,Gray,Black,22,I6,Rear-Wheel Drive,Gasoline,6,1603
851,36997,6,Mercedes-Benz,Automatic,24011,White,Black,25,I4,Rear-Wheel Drive,Gasoline,11,4260
852,26450,6,Lexus,Automatic,38982,White,Red,24,I4,Front-Wheel Drive,Gasoline,10,3837
853,17957,4,Kia,Automatic,3278,Blue,Black,33,I4,Front-Wheel Drive,Gasoline,6,2031
854,23998,6,Acura,Automatic,32138,Gray,Black,25,V6,Front-Wheel Drive,Gasoline,10,1725
855,9700,8,Ford,Automatic,106661,White,Gray,27,I4,Front-Wheel Drive,Gasoline,3,2984
856,22950,8,Ford,Automatic,76871,Gray,Black,19,V6,All-Wheel Drive,Gasoline,8,3568
857,36295,4,Mercedes-Benz,Automatic,12448,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,2,2145
858,11350,9,Honda,-1,83869,Blue,Gray,34,I4,Front-Wheel Drive,Gasoline,2,1867
859,10688,11,Volkswagen,Automatic,67308,Black,Black,25,I4,-1,Gasoline,3,2580
860,40500,5,Lexus,Automatic,9759,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,12,3673
861,21895,8,Mercedes-Benz,Automatic,49144,Gray,Black,24,V6,Rear-Wheel Drive,Gasoline,4,3926
862,12500,7,Volkswagen,Manual,20353,Black,Black,33,I4,Front-Wheel Drive,Gasoline,2,3108
863,22994,6,INFINITI,Automatic,31687,White,Black,24,V6,Rear-Wheel Drive,Gasoline,5,2051
864,14700,7,Toyota,Automatic,87010,Black,Gray,28,I4,Front-Wheel Drive,Gasoline,4,1624
865,9790,8,Kia,Automatic,107000,Silver,-1,27,I4,Front-Wheel Drive,Gasoline,7,1065
866,33187,5,RAM,Automatic,40275,White,Black,18,V8,Front-Wheel Drive,Gasoline,19,1908
867,18950,10,Mercedes-Benz,Automatic,49702,-1,-1,24,V6,Rear-Wheel Drive,Gasoline,9,3757
868,57995,6,Mercedes-Benz,Automatic,34565,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,10,2754
869,18519,5,Nissan,-1,30572,White,Black,31,I4,Front-Wheel Drive,Gasoline,6,1868
870,9014,9,Ford,-1,101950,White,Black,42,I4,Front-Wheel Drive,Hybrid,3,3404
871,24999,5,Ford,Automatic,22847,Red,-1,19,V6,Front-Wheel Drive,Gasoline,8,2955
872,12995,9,Acura,Automatic,107320,Black,Black,28,I4,Front-Wheel Drive,Gasoline,8,3973
873,11000,6,Ford,Automatic,59564,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,5,2685
874,20698,6,BMW,Automatic,33937,Gray,Black,71,I4,Rear-Wheel Drive,Gasoline,5,4152
875,7699,12,Volvo,Automatic,125000,Black,-1,24,I5,Front-Wheel Drive,Gasoline,6,1137
876,10999,11,Honda,-1,102845,Gray,Black,31,I4,Front-Wheel Drive,Gasoline,4,848
877,8299,8,Kia,Automatic,103000,Black,-1,31,I4,Front-Wheel Drive,Gasoline,3,1049
878,84888,4,Land,Automatic,2726,Gray,-1,17,V8,All-Wheel Drive,Gasoline,9,2630
879,10980,9,Jeep,Automatic,93823,Red,Gray,25,I4,Four-Wheel Drive,Gasoline,2,1003
880,5999,10,Ford,Automatic,89000,Silver,-1,25,I4,Front-Wheel Drive,Gasoline,1,4223
881,102998,6,Mercedes-Benz,Automatic,13961,Black,-1,25,V8,Rear-Wheel Drive,Gasoline,5,1930
882,6949,10,Hyundai,Automatic,130290,Black,-1,25,I4,Front-Wheel Drive,Gasoline,5,1707
883,27405,6,Alfa,Automatic,19101,-1,Black,24,I4,All-Wheel Drive,Gasoline,10,2592
884,10499,8,Volkswagen,Automatic,51775,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,482
885,27998,7,Lexus,Automatic,49429,Silver,Black,25,V6,-1,Gasoline,3,1661
886,21950,7,Acura,Automatic,36196,Gray,Black,23,V6,Front-Wheel Drive,Gasoline,5,3007
887,14500,7,Volkswagen,Automatic,26028,White,Black,21,I4,Front-Wheel Drive,Gasoline,2,2480
888,23975,7,Lexus,Automatic,17962,Blue,Black,25,I4,-1,Gasoline,3,4122
889,8499,11,Kia,Automatic,124000,Silver,-1,28,I4,Front-Wheel Drive,Gasoline,6,1107
890,15099,7,Kia,Automatic,84000,Black,-1,42,I4,Front-Wheel Drive,Hybrid,18,1097
891,21297,7,Honda,-1,40752,Silver,-1,30,I4,Front-Wheel Drive,Gasoline,9,4627
892,15999,5,Toyota,Automatic,70708,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,2586
893,25975,6,Mercedes-Benz,Automatic,14255,White,Black,28,I4,Rear-Wheel Drive,Gasoline,8,4470
894,23459,6,BMW,Automatic,23782,Gray,Black,28,I4,Rear-Wheel Drive,Gasoline,7,1189
895,12188,6,Nissan,-1,42607,Silver,Black,25,-1,Front-Wheel Drive,-1,3,2975
896,7499,10,Kia,Automatic,97377,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,2,687
897,26998,6,BMW,Automatic,30098,-1,Black,28,I4,Rear-Wheel Drive,Gasoline,7,4342
898,22495,5,Chevrolet,Automatic,28813,-1,Black,22,I4,Front-Wheel Drive,Gasoline,3,2599
899,30998,5,Audi,Automatic,19214,Gray,Black,27,I4,All-Wheel Drive,Gasoline,11,1773
900,40988,6,Audi,Automatic,22459,Blue,Black,21,V6,All-Wheel Drive,Gasoline,9,4169
901,13999,7,Nissan,-1,74490,Black,Black,29,I4,Front-Wheel Drive,Gasoline,4,2120
902,8799,12,Honda,Automatic,140000,Black,-1,27,I4,Front-Wheel Drive,Gasoline,10,1081
903,21990,7,Mercedes-Benz,Automatic,46000,Black,-1,28,I4,Rear-Wheel Drive,Gasoline,23,1187
904,64800,6,Mercedes-Benz,Automatic,19849,White,-1,21,V8,Rear-Wheel Drive,Gasoline,6,2237
905,34998,7,RAM,Automatic,31425,White,Black,18,V8,Front-Wheel Drive,Gasoline,5,1679
906,9671,14,Acura,Automatic,98621,Gray,-1,25,I4,-1,Gasoline,3,1946
907,22932,7,Toyota,Automatic,57822,Black,Black,21,I4,Front-Wheel Drive,Gasoline,3,1888
908,28650,6,Toyota,Automatic,20678,Silver,-1,23,V6,Front-Wheel Drive,Gasoline,4,3371
909,22255,5,Toyota,Automatic,34585,Blue,-1,30,I4,Front-Wheel Drive,Gasoline,4,1774
910,7290,11,Nissan,Automatic,96000,Blue,-1,34,I4,Front-Wheel Drive,Gasoline,10,1124
911,21059,4,Nissan,-1,8885,Gray,-1,31,I4,Front-Wheel Drive,Gasoline,5,1989
912,23620,6,Dodge,Automatic,26790,Black,Black,23,V6,Rear-Wheel Drive,Gasoline,7,2259
913,67888,4,Land,Automatic,12648,-1,-1,19,I6,All-Wheel Drive,Gasoline,8,2117
914,47250,6,Toyota,Automatic,24134,White,-1,25,V8,Four-Wheel Drive,Gasoline,4,2033
915,15250,7,Ford,Automatic,75237,Black,-1,42,I4,Front-Wheel Drive,Gasoline,15,4044
916,48000,6,Mercedes-Benz,Automatic,26709,Gray,Black,22,V6,Rear-Wheel Drive,Gasoline,11,4002
917,21589,6,Toyota,Automatic,30337,Black,-1,26,I4,Front-Wheel Drive,Gasoline,3,1961
918,15999,6,Nissan,Automatic,21590,-1,Black,33,I4,Front-Wheel Drive,Gasoline,5,1653
919,15495,9,Ford,Automatic,122826,Black,-1,20,V6,Front-Wheel Drive,Gasoline,3,133
920,37998,6,Lexus,Automatic,39783,White,Black,29,V6,All-Wheel Drive,Hybrid,9,1817
921,14991,8,Toyota,Automatic,58199,White,Black,29,I4,Front-Wheel Drive,Gasoline,2,2092
922,17999,6,Toyota,Automatic,65543,-1,Black,32,I4,Front-Wheel Drive,Gasoline,3,1229
923,15599,5,Toyota,-1,35218,White,Black,31,I4,Front-Wheel Drive,Gasoline,1,2437
924,17975,6,Jeep,Automatic,11867,Gray,Black,26,I4,Front-Wheel Drive,Gasoline,7,4004
925,30989,4,Ford,Automatic,393,Red,Black,25,I4,-1,Gasoline,4,2914
926,209900,7,Rolls-Royce,Automatic,7815,Silver,-1,15,V12,Rear-Wheel Drive,Gasoline,6,1038
927,26344,7,BMW,Automatic,35995,Black,Black,27,I4,All-Wheel Drive,Gasoline,7,3173
928,55500,5,Porsche,Automatic,46872,Black,Black,20,V6,All-Wheel Drive,Gasoline,6,751
929,7999,14,Honda,Automatic,108326,-1,-1,25,I4,Front-Wheel Drive,Gasoline,1,790
930,14495,8,Jeep,Automatic,46716,-1,Black,26,I4,Front-Wheel Drive,Flex Fuel Vehicle,9,5088
931,18995,16,Chevrolet,Automatic,24912,White,Black,16,V8,Four-Wheel Drive,Flex Fuel Vehicle,3,1126
932,21999,6,Chevrolet,Automatic,32896,Blue,-1,26,I4,Rear-Wheel Drive,Gasoline,3,4388
933,45995,4,Cadillac,Automatic,3074,Black,Black,21,V6,Four-Wheel Drive,Gasoline,15,3757
934,34314,4,Mercedes-Benz,Automatic,30949,Black,Black,25,I4,Rear-Wheel Drive,Gasoline,7,2788
935,46995,3,Cadillac,Automatic,2356,-1,Black,22,V6,Front-Wheel Drive,Gasoline,12,3137
936,45998,4,Chevrolet,Automatic,48551,White,Gray,17,V8,Four-Wheel Drive,Gasoline,9,1817
937,21999,5,Honda,-1,14672,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,6,1949
938,28999,6,Jeep,Automatic,40463,Red,Black,18,V6,Four-Wheel Drive,Gasoline,3,3467
939,18999,4,Toyota,-1,9863,White,Black,35,I4,Front-Wheel Drive,Gasoline,5,1659
940,14975,7,Kia,Automatic,78148,Black,Gray,20,V6,Front-Wheel Drive,Gasoline,11,4801
941,26100,7,Jeep,Automatic,56316,Gray,Black,21,V6,Four-Wheel Drive,Gasoline,3,1532
942,28155,3,Ford,Automatic,279,Silver,Black,26,I3,All-Wheel Drive,Gasoline,4,2040
943,19483,6,Toyota,-1,16941,White,Black,28,I4,Front-Wheel Drive,Gasoline,3,5207
944,16965,6,Chevrolet,Automatic,26788,White,Black,42,I4,Front-Wheel Drive,Gasoline,7,2651
945,29900,6,BMW,Automatic,23069,Black,Black,28,I4,Rear-Wheel Drive,Gasoline,20,2341
946,44753,7,Land,Automatic,22784,Gray,Black,23,V6,All-Wheel Drive,Diesel,6,1748
947,42777,3,BMW,Automatic,6583,Black,Black,26,I4,Rear-Wheel Drive,Gasoline,7,1816
948,42998,6,Porsche,Automatic,17886,Gray,Black,22,I4,All-Wheel Drive,Gasoline,8,1736
949,14995,6,Nissan,-1,48915,Black,Black,33,I4,Front-Wheel Drive,Gasoline,7,2084
950,22900,6,Volkswagen,Automatic,11851,White,Gray,24,I4,Front-Wheel Drive,Gasoline,11,2938
951,10995,9,Dodge,-1,77146,Red,-1,25,I4,-1,Gasoline,3,905
952,10999,6,Nissan,Automatic,104812,Black,Black,31,I4,Front-Wheel Drive,Gasoline,4,2805
953,51999,4,Audi,Automatic,8188,Gray,Black,18,V6,All-Wheel Drive,Gasoline,10,2712
954,29900,5,BMW,Automatic,23648,Silver,Black,28,I4,Rear-Wheel Drive,Gasoline,17,2815
955,71500,5,Mercedes-Benz,Automatic,30630,Gray,Black,21,V8,Rear-Wheel Drive,Gasoline,9,4896
956,14994,5,Volkswagen,Automatic,31240,White,Black,34,I4,Front-Wheel Drive,Gasoline,6,996
957,15900,7,Dodge,Automatic,53984,-1,Black,20,V6,Front-Wheel Drive,Flex Fuel Vehicle,10,3818
958,51895,5,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,4,1658
959,43298,3,BMW,Automatic,5429,White,-1,29,I4,Rear-Wheel Drive,Gasoline,9,808
960,17551,11,Dodge,Automatic,91560,White,Gray,20,V8,Rear-Wheel Drive,Gasoline,3,1898
961,47879,4,Ford,Automatic,33337,Silver,Gray,25,V8,Four-Wheel Drive,Flex Fuel Vehicle,10,2401
962,57426,4,Land,Automatic,12446,Black,-1,20,V6,All-Wheel Drive,Gasoline,5,2345
963,12495,11,Honda,Automatic,110444,-1,Black,31,I4,Front-Wheel Drive,Gasoline,3,1074
964,52990,4,Mercedes-Benz,Automatic,20375,Silver,Black,22,I4,All-Wheel Drive,Gasoline,12,4734
965,18995,6,Acura,-1,27903,White,Black,29,I4,Front-Wheel Drive,Gasoline,14,5385
966,33994,6,Chevrolet,Automatic,78820,White,Black,19,V8,Front-Wheel Drive,Gasoline,6,3626
967,31994,5,Acura,Automatic,20452,-1,-1,23,V6,Front-Wheel Drive,Gasoline,5,2360
968,188888,6,Porsche,Manual,3559,White,Black,16,H6,Rear-Wheel Drive,Gasoline,5,6383
969,21450,7,Honda,Automatic,84552,Gray,Gray,22,V6,Front-Wheel Drive,Gasoline,7,3055
970,16988,5,Chevrolet,Automatic,23263,-1,Black,32,I4,Front-Wheel Drive,Gasoline,10,2865
971,35995,3,Acura,Automatic,5549,Silver,Black,26,I4,Front-Wheel Drive,Gasoline,10,5171
972,45995,4,Cadillac,Automatic,3289,-1,Black,21,V6,Four-Wheel Drive,Gasoline,14,3545
973,37999,6,Mercedes-Benz,Automatic,20395,Blue,-1,20,V6,Rear-Wheel Drive,Gasoline,18,2409
974,32975,6,Mercedes-Benz,Automatic,24631,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,7,4374
975,5295,16,Toyota,Automatic,145170,Red,Gray,30,I4,Front-Wheel Drive,Gasoline,2,2243
976,25775,6,INFINITI,Automatic,37106,Black,-1,25,I4,Rear-Wheel Drive,Gasoline,5,3629
977,28200,5,Lexus,Automatic,25170,-1,Black,25,I4,Rear-Wheel Drive,Gasoline,4,1609
978,40740,3,Audi,Automatic,3968,Black,Black,25,I4,All-Wheel Drive,Gasoline,12,6376
979,17995,11,Toyota,-1,79816,Silver,-1,28,V6,All-Wheel Drive,Hybrid,6,2928
980,23999,5,Chevrolet,Automatic,35829,White,-1,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,2603
981,36994,3,BMW,Automatic,1001,Black,Black,30,I4,Rear-Wheel Drive,Gasoline,7,3042
982,35596,6,Mercedes-Benz,Automatic,11219,Silver,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2369
983,49995,5,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,4,1658
984,32796,4,Mercedes-Benz,Automatic,10891,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,15,2489
985,59888,7,Jaguar,Automatic,18629,Black,-1,18,V8,All-Wheel Drive,Gasoline,7,2177
986,35799,6,Jeep,Automatic,33430,-1,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884
987,35597,6,Mercedes-Benz,Automatic,14099,Blue,Black,25,I4,Rear-Wheel Drive,Gasoline,20,4232
988,53888,3,Lexus,Automatic,4786,Gray,-1,16,V8,All-Wheel Drive,Gasoline,12,2630
989,64998,6,Porsche,Automatic,30543,Black,-1,24,V6,Rear-Wheel Drive,Gasoline,15,2746
990,28275,6,Toyota,Automatic,23590,Silver,-1,23,V6,Front-Wheel Drive,Gasoline,4,3151
991,23802,7,Mercedes-Benz,Automatic,51241,White,-1,24,I4,Rear-Wheel Drive,Gasoline,5,2222
992,34797,6,Mercedes-Benz,Automatic,17323,Gray,Black,25,I4,Rear-Wheel Drive,Gasoline,19,2861
993,32496,6,Mercedes-Benz,Automatic,38843,Black,Black,20,V6,Rear-Wheel Drive,Gasoline,15,3119
994,24496,6,BMW,Automatic,35452,Blue,Black,27,I4,Front-Wheel Drive,Gasoline,10,4014
995,27788,4,Audi,Automatic,5306,White,Black,25,I4,Front-Wheel Drive,Gasoline,10,3699
996,32698,4,Mercedes-Benz,Automatic,10161,Blue,Black,29,I4,Front-Wheel Drive,Gasoline,7,2661
997,48999,6,Mercedes-Benz,Automatic,29059,White,Black,19,V6,All-Wheel Drive,Gasoline,7,2579
998,18997,5,Nissan,Automatic,51892,Black,Gray,19,I4,Front-Wheel Drive,Gasoline,3,325
999,34796,6,Mercedes-Benz,Automatic,27347,White,-1,25,I4,Rear-Wheel Drive,Gasoline,18,2375
1000,23500,8,Mercedes-Benz,Automatic,72278,White,-1,25,I4,All-Wheel Drive,Diesel,8,2419
1001,13998,6,Volkswagen,Automatic,25320,Black,-1,32,I4,Front-Wheel Drive,Gasoline,6,2058
1002,12950,12,Lexus,Automatic,90385,White,Gray,25,V6,Rear-Wheel Drive,Gasoline,7,2732
1003,13550,10,Honda,-1,54070,White,-1,31,I4,Front-Wheel Drive,Gasoline,3,2063
1004,30998,6,Audi,Automatic,26519,Black,Black,24,I4,All-Wheel Drive,Gasoline,11,4255
1005,12300,10,Ford,Automatic,82428,Gray,Black,25,I4,Front-Wheel Drive,Gasoline,6,2864
1006,21798,5,Honda,-1,14672,Blue,Black,32,I4,Front-Wheel Drive,Gasoline,6,1949
1007,20999,4,Chrysler,Automatic,30004,Red,Black,23,V6,Rear-Wheel Drive,Gasoline,12,3934
1008,26598,5,Kia,Automatic,52071,White,Black,21,V6,All-Wheel Drive,Gasoline,10,2724
1009,91998,8,Aston,Manual,7328,-1,Black,15,V8,Rear-Wheel Drive,Gasoline,5,1504
1010,19950,6,Toyota,-1,31984,Silver,Black,54,I4,Front-Wheel Drive,Gasoline,5,2246
1011,28977,5,Lexus,Automatic,16610,Silver,Red,24,I4,Front-Wheel Drive,Gasoline,8,4631
1012,16400,8,Honda,-1,32522,Gray,Gray,35,I4,Front-Wheel Drive,Gasoline,7,2292
1013,10980,8,Hyundai,Automatic,72713,Silver,Gray,25,I4,-1,Gasoline,3,1895
1014,22950,5,Nissan,Automatic,29445,Silver,-1,19,V6,Front-Wheel Drive,Gasoline,3,2040
1015,10995,19,Ford,Automatic,172508,White,-1,14,V8,Rear-Wheel Drive,Gasoline,3,884
1016,23595,5,Chevrolet,Automatic,28787,White,-1,25,V8,Rear-Wheel Drive,Flex Fuel Vehicle,5,3056
1017,38990,5,Chevrolet,Automatic,11615,White,-1,20,V8,Rear-Wheel Drive,Gasoline,5,4849
1018,109999,7,Bentley,Automatic,29999,-1,-1,15,W12,All-Wheel Drive,Gasoline,5,3038
1019,16893,6,Mazda,Automatic,26152,Gray,-1,30,I4,Front-Wheel Drive,Gasoline,4,1512
1020,13895,8,Honda,Automatic,37239,Silver,Black,25,I4,Front-Wheel Drive,Gasoline,4,3832
1021,31351,6,Jeep,Automatic,29106,Silver,Black,25,V6,Four-Wheel Drive,Gasoline,18,1631
1022,22246,6,Mercedes-Benz,Automatic,32002,Red,Black,28,I4,Front-Wheel Drive,Gasoline,9,2395
1023,41100,5,RAM,Automatic,21425,Gray,Black,18,V8,Front-Wheel Drive,Gasoline,6,2579
1024,34500,5,Nissan,Automatic,51331,Black,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080
1025,39650,8,GMC,Automatic,61816,Silver,Black,17,V8,Four-Wheel Drive,Gasoline,13,5244
1026,13495,7,Chevrolet,Automatic,37998,White,Gray,25,-1,Front-Wheel Drive,Electric,5,2112
1027,31950,4,Subaru,-1,16184,Black,-1,29,H4,All-Wheel Drive,Gasoline,12,3508
1028,17897,4,Honda,-1,19581,Black,Black,35,I4,Front-Wheel Drive,Gasoline,4,2562
1029,19609,6,Chrysler,Automatic,41626,Silver,Black,22,V6,Front-Wheel Drive,Gasoline,13,3797
1030,30190,6,Jeep,Automatic,32292,Red,Black,17,V6,Four-Wheel Drive,Gasoline,3,3627
1031,17300,6,Toyota,-1,33236,Black,Black,28,I4,Front-Wheel Drive,Gasoline,3,2473
1032,35934,6,Jeep,Automatic,30136,-1,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884
1033,36040,6,Jeep,Automatic,28950,-1,Black,20,V6,Four-Wheel Drive,Gasoline,1,3884
1034,49995,5,Chevrolet,Automatic,27858,Black,Black,19,V8,Rear-Wheel Drive,Gasoline,6,1658
1035,38198,5,Nissan,Automatic,26630,Red,Black,17,V8,Four-Wheel Drive,Gasoline,27,2080
1036,32751,6,Lexus,Automatic,37573,-1,Black,23,V6,Front-Wheel Drive,Gasoline,3,2943
1037,57950,6,Cadillac,Automatic,27189,Black,Black,18,V8,Rear-Wheel Drive,Gasoline,15,5241
1038,15295,5,Toyota,Automatic,70708,Black,Black,32,I4,Front-Wheel Drive,Gasoline,3,2586
1039,20500,5,Chrysler,Automatic,28970,White,Black,23,V6,Rear-Wheel Drive,Gasoline,22,2733
1040,22503,4,Mazda,Automatic,31167,Silver,Black,26,I4,All-Wheel Drive,Gasoline,15,2063
1041,21850,6,Jeep,Automatic,43677,Black,Black,22,V6,Front-Wheel Drive,Gasoline,5,1869
1042,24991,7,Lexus,Automatic,17973,Gray,Black,26,I4,Rear-Wheel Drive,Gasoline,2,2422
1043,14297,5,Honda,-1,37012,White,Black,36,I4,Front-Wheel Drive,Gasoline,3,3610
1044,31950,5,Ford,Automatic,28954,Gray,Gray,19,V8,Front-Wheel Drive,Flex Fuel Vehicle,7,2383
1045,29995,8,Toyota,Automatic,25737,Black,Black,21,V6,Front-Wheel Drive,Gasoline,6,3214
1046,23350,7,Lexus,Automatic,26010,Silver,Silver,26,I4,Rear-Wheel Drive,Gasoline,4,2921
